class_id,class_name,current_package,is_misplaced,confidence,reasoning,suggested_package,evidence,method_used,analysis_time,analysis_timestamp
PropertyOnlyStatementMergerTests,PropertyOnlyStatementMergerTests,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
QualifiersStatementMergerTests,QualifiersStatementMergerTests,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SnakOnlyStatementMergerTests,SnakOnlyStatementMergerTests,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
StrictValueMatcherTests,StrictValueMatcherTests,org.openrefine.wikibase.schema.strategies,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.strategies,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ValidationErrorTest,ValidationErrorTest,org.openrefine.wikibase.schema.validation,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.schema.validation,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
JacksonSerializationTest,JacksonSerializationTest,org.openrefine.wikibase.testing,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.testing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TestingData,TestingData,org.openrefine.wikibase.testing,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.testing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconStub,ReconStub,org.openrefine.wikibase.testing,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.testing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
WikidataRefineTest,WikidataRefineTest,org.openrefine.wikibase.testing,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.testing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EntityEditTest,EntityEditTest,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ItemEditTest,ItemEditTest,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
MediaInfoEditTest,MediaInfoEditTest,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
StatementEditTest,StatementEditTest,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
StatementGroupEditTest,StatementGroupEditTest,org.openrefine.wikibase.updates,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
PointerExtractorTest,PointerExtractorTest,org.openrefine.wikibase.updates.scheduler,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates.scheduler,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
QuickStatementsUpdateSchedulerTest,QuickStatementsUpdateSchedulerTest,org.openrefine.wikibase.updates.scheduler,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates.scheduler,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
UpdateSchedulerTest,UpdateSchedulerTest,org.openrefine.wikibase.updates.scheduler,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates.scheduler,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
WikibaseAPIUpdateSchedulerTest,WikibaseAPIUpdateSchedulerTest,org.openrefine.wikibase.updates.scheduler,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.updates.scheduler,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EntityCacheStub,EntityCacheStub,org.openrefine.wikibase.utils,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.utils,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EntityCacheTests,EntityCacheTests,org.openrefine.wikibase.utils,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.utils,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SnakUtilsTests,SnakUtilsTests,org.openrefine.wikibase.utils,False,0.95,Class appears to be correctly placed,org.openrefine.wikibase.utils,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
BeiderMorseKeyer,BeiderMorseKeyer,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColognePhoneticKeyer,ColognePhoneticKeyer,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DaitchMokotoffKeyer,DaitchMokotoffKeyer,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Metaphone3,Metaphone3,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
definition,definition,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Metaphone3Keyer,Metaphone3Keyer,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
UserDefinedKeyer,UserDefinedKeyer,com.google.refine.clustering.binning,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.binning,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
UserDefinedDistance,UserDefinedDistance,com.google.refine.clustering.knn,False,0.95,Class appears to be correctly placed,com.google.refine.clustering.knn,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
GetAllPreferencesCommand,GetAllPreferencesCommand,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
GetCSRFTokenCommand,GetCSRFTokenCommand,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
GetPreferenceCommand,GetPreferenceCommand,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
PreferenceValue,PreferenceValue,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
GetVersionCommand,GetVersionCommand,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
VersionResponse,VersionResponse,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
HttpHeadersSupport,HttpHeadersSupport,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
HttpHeaderInfo,HttpHeaderInfo,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
OpenExtensionsDirCommand,OpenExtensionsDirCommand,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
OpenWorkspaceDirCommand,OpenWorkspaceDirCommand,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SetPreferenceCommand,SetPreferenceCommand,com.google.refine.commands,False,0.95,Class appears to be correctly placed,com.google.refine.commands,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ComputeClustersCommand,ComputeClustersCommand,com.google.refine.commands.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.commands.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ComputeFacetsCommand,ComputeFacetsCommand,com.google.refine.commands.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.commands.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
GetClusteringFunctionsAndDistancesCommand,GetClusteringFunctionsAndDistancesCommand,com.google.refine.commands.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.commands.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FunctionsAndDistancesResponse,FunctionsAndDistancesResponse,com.google.refine.commands.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.commands.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
GetScatterplotCommand,GetScatterplotCommand,com.google.refine.commands.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.commands.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
PlotterConfig,PlotterConfig,com.google.refine.commands.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.commands.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
BlankDownCommand,BlankDownCommand,com.google.refine.commands.cell,False,0.95,Class appears to be correctly placed,com.google.refine.commands.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EditOneCellCommand,EditOneCellCommand,com.google.refine.commands.cell,False,0.95,Class appears to be correctly placed,com.google.refine.commands.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EditResult,EditResult,com.google.refine.commands.cell,False,0.95,Class appears to be correctly placed,com.google.refine.commands.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EditOneCellProcess,EditOneCellProcess,com.google.refine.commands.cell,False,0.95,Class appears to be correctly placed,com.google.refine.commands.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FillDownCommand,FillDownCommand,com.google.refine.commands.cell,False,0.95,Class appears to be correctly placed,com.google.refine.commands.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
JoinMultiValueCellsCommand,JoinMultiValueCellsCommand,com.google.refine.commands.cell,False,0.95,Class appears to be correctly placed,com.google.refine.commands.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
KeyValueColumnizeCommand,KeyValueColumnizeCommand,com.google.refine.commands.cell,False,0.95,Class appears to be correctly placed,com.google.refine.commands.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
MassEditCommand,MassEditCommand,com.google.refine.commands.cell,False,0.95,Class appears to be correctly placed,com.google.refine.commands.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SplitMultiValueCellsCommand,SplitMultiValueCellsCommand,com.google.refine.commands.cell,False,0.95,Class appears to be correctly placed,com.google.refine.commands.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TextTransformCommand,TextTransformCommand,com.google.refine.commands.cell,False,0.95,Class appears to be correctly placed,com.google.refine.commands.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TransposeColumnsIntoRowsCommand,TransposeColumnsIntoRowsCommand,com.google.refine.commands.cell,False,0.95,Class appears to be correctly placed,com.google.refine.commands.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TransposeRowsIntoColumnsCommand,TransposeRowsIntoColumnsCommand,com.google.refine.commands.cell,False,0.95,Class appears to be correctly placed,com.google.refine.commands.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
AddColumnByFetchingURLsCommand,AddColumnByFetchingURLsCommand,com.google.refine.commands.column,False,0.95,Class appears to be correctly placed,com.google.refine.commands.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
AddColumnCommand,AddColumnCommand,com.google.refine.commands.column,False,0.95,Class appears to be correctly placed,com.google.refine.commands.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
GetColumnsInfoCommand,GetColumnsInfoCommand,com.google.refine.commands.column,False,0.95,Class appears to be correctly placed,com.google.refine.commands.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
MoveColumnCommand,MoveColumnCommand,com.google.refine.commands.column,False,0.95,Class appears to be correctly placed,com.google.refine.commands.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RemoveColumnCommand,RemoveColumnCommand,com.google.refine.commands.column,False,0.95,Class appears to be correctly placed,com.google.refine.commands.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RenameColumnCommand,RenameColumnCommand,com.google.refine.commands.column,False,0.95,Class appears to be correctly placed,com.google.refine.commands.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RenameResult,RenameResult,com.google.refine.commands.column,False,0.95,Class appears to be correctly placed,com.google.refine.commands.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
